File: permit_block_year_panel_2015.parquet
Rows: 359579
Columns: 28
SHA-256 (saved bytes): 42c32864d55b9a9f6d750722170a1cdfb1321f3269eb2debaf3da067441eae38
Key: block_id, year
Types: Stored Parquet schema.
Distinct counts: approximate (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                              column inferred_type non_missing distinct                 min                max                   mean                 sd
                            block_id       VARCHAR      359579    37170                   -                  -                      -                  -
                       block_vintage        DOUBLE      359579        1              2010.0             2010.0                 2010.0                0.0
                              cohort       VARCHAR      359579        1                   -                  -                      -                  -
                         ward_origin        DOUBLE      359579       54                 1.0               50.0      23.98320535960109 13.916671846495499
                           ward_dest        DOUBLE      359579       52                 1.0               50.0     24.662057572883846 13.621501729357176
                            switched       BOOLEAN      359579        2                   -                  -                      -                  -
                               treat       INTEGER      359579        2                   0                  1     0.2146287742053902 0.4105651376691499
            strictness_origin_frozen        DOUBLE      359579       47 -2.6261282212235453 1.5587271875762565  -0.007286383720482263 0.8686272367087764
              strictness_dest_frozen        DOUBLE      359579       47 -2.6261282212235453 1.5587271875762565 -0.0017593817660700383 0.8616060737108123
            strictness_change_frozen        DOUBLE      359579      136 -3.2128691985143365 3.2128691985143365    0.00552700195442701 0.5087859844728715
                alderman_origin_2014       VARCHAR      359579       50                   -                  -                      -                  -
                alderman_origin_2015       VARCHAR      359579       45                   -                  -                      -                  -
                  alderman_dest_2014       VARCHAR      359579       50                   -                  -                      -                  -
                  alderman_dest_2015       VARCHAR      359579       43                   -                  -                      -                  -
                       stable_origin       BOOLEAN      359579        2                   -                  -                      -                  -
                         stable_dest       BOOLEAN      359579        2                   -                  -                      -                  -
                         stable_both       BOOLEAN      359579        2                   -                  -                      -                  -
                               valid       BOOLEAN      359579        1                   -                  -                      -                  -
                        ward_pair_id       VARCHAR      359579      100                   -                  -                      -                  -
                      ward_pair_side       VARCHAR      359579      249                   -                  -                      -                  -
                 event_neighbor_ward        DOUBLE      359579       54                 1.0               50.0     23.457156841751047 14.057927440931925
                              dist_m        DOUBLE      359579    32872 0.07025708208944717  799.9267406137192     326.14019131050503 219.77387852743757
               point_origin_mismatch       BOOLEAN      359579        1                   -                  -                      -                  -
                                year       INTEGER      359579       12                2010               2020                 2015.0 3.1622820573721366
                       relative_year       INTEGER      359579       12                  -5                  5                    0.0  3.162282057372174
       n_high_discretion_application       INTEGER      359579       43                   0                 54    0.26732929342369827 0.9398573626800407
n_low_discretion_nosigns_application       INTEGER      359579       84                   0                115     0.6276172968944238 2.1446506992890346
      n_new_construction_application       INTEGER      359579       27                   0                 53    0.03324165204308372 0.3266525963927029
